Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Dark Saddle/Black,2 mi,1C4JJXP63NW271126,"$63,463",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Dark Saddle/Black,,1C4JJXP61NW220272,"$61,575",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Dark Saddle/Black,2 mi,1C4JJXP67NW275034,"$63,593",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4JJXP60NW228122,"$61,669",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,0 mi,1C4JJXP67NW228120,"$61,669",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,0 mi,1C4JJXP61NW264952,"$61,769",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,11 mi,1C4JJXP65NW232294,"$61,770",San Marcos Chrysler Dodge,"2990 I-35 S<br>San Marcos, TX 78666",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR6XNW268026,"$61,889",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR6XNW268009,"$61,889",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4JJXP69NW228569,"$61,969",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXP63NW259848,"$61,994",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXP68NW239658,"$62,022",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4JJXR69NW257812,"$62,069",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,15 mi,1C4JJXP65NW153563,"$62,237",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR68NW260703,"$62,245",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4JJXR68NW198655,"$62,325",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,5 mi,1C4JJXP60NW228492,"$62,415",Four Stars Auto Ranch Chevrolet Buick,"262 US HWY 287 S<br>Henrietta, TX 76365",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,10 mi,1C4JJXP62NW178291,"$62,460",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,10 mi,1C4JJXP64NW178017,"$62,460",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Dark Saddle/Black,,1C4JJXP60NW260309,"$62,595",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver,Black,13 mi,1C4JJXP67NW228571,"$62,619",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,13 mi,1C4JJXP69NW228572,"$62,619",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR63NW190253,"$62,700",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4JJXP61NW198211,"$62,724",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,2 mi,1C4JJXP63NW250034,"$64,723",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR6XNW266731,"$62,789",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR60NW199508,"$62,814",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,10 mi,1C4JJXR60NW269279,"$62,870",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Black,,1C4JJXR61NW232659,"$63,060",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,9 mi,1C4JJXP6XNW198210,"$63,119",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,14 mi,1C4JJXP67NW198214,"$63,119",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR68NW266730,"$63,145",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXR68NW185243,"$63,221",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR6XNW261397,"$63,569",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,,1C4JJXR68NW172119,"$63,901",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR62NW238812,"$64,041",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR68NW210626,"$64,132",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR6XNW245975,"$64,175",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Dark Saddle/Black,0 mi,1C4JJXP63NW264533,"$64,389",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,257 mi,1C4JJXR63NW185540,"$64,590",Carvana,"11910 N Ih 35<br>San Antonio, TX 78233",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR6XNW191867,"$64,592",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR60NW153418,"$64,655",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR66NW153293,"$64,655",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR64NW153289,"$64,655",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXP6XNW245963,"$64,908",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR68NW239527,"$64,950",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR68NW218757,"$65,090",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR60NW236587,"$65,234",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP62NW208745,"$65,768",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,2 mi,1C4JJXR66NW193311,"$67,933",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR61NW234170,"$66,035",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR61NW220270,"$66,544",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXR62NW222609,"$66,547",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR66NW233340,"$67,114",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR62NW259840,"$67,137",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR65NW183000,"$67,209",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,10 mi,1C4JJXP61NW121418,"$67,245",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR62NW191894,"$67,329",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,15 mi,1C4JJXR61NW152861,"$68,237",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR66NW214819,"$68,501",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4JJXR6XNW239562,"$68,698",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR6XNW245653,"$68,856",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,0 mi,1C4JJXR62NW222268,"$69,884",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR6XNW233776,"$70,363",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR69NW249709,"$71,593",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXR64NW158590,"$72,228",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4JJXR68NW245652,"$72,762",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Dark Saddle/Black,15 mi,1C4JJXP66NW156021,4WD,Mac Haik Dodge Chrysler Jeep-Georgetown,"5255 S Interstate 35 Georgetown, TX 78626",Sahara 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AB7NX013228,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Red,,0 mi,5TFJA5DB5NX039661,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AB7NX013228,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AB8NX013027,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5BC2NX002037,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab LB RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Army Green,,1 mi,5TFLA5AB3NX111468,"$49,135",Family Toyota of Arlington,"1661 Wet N Wild Way Arlington, TX 76011",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,08x8/Blueprint,Blue (Fb13/Boulder),10 mi,5TFLA5AB0NX012574,"$49,355",Toyota of North Austin,"8400 Research Blvd Austin, TX 78758",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB1NX013216,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Silver,Fb21/Black,10 mi,5TFLA5DB4NX035481,"$52,355",Toyota of North Austin,"8400 Research Blvd Austin, TX 78758",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB8NX013245,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Gray (Lunar Rock),,5 mi,5TFLA5DB2NX039996,"$55,696",Lost Pines Toyota,"806 Hwy 71 W Bastrop, TX 78602",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFJA5BC9NX002009,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab LB RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Red,,0 mi,5TFJA5DB5NX039661,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,MIDNIGHT-BLACK METALLIC,,0 mi,5TFJC5AB0NX001141,"$58,960",Toyota of Laredo,"6324 Bob Bullock Loop Laredo, TX 78041",Limited HV CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Gray (Lunar Rock),,5 mi,5TFJA5DB5NX014601,"$60,269","Powell Watson Motors, Inc.","6301 Arena Blvd Laredo, TX 78041",Limited CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Brown (Smoked Mesquite),,5 mi,5TFMA5AB8NX012889,"$61,967",Lost Pines Toyota,"806 Hwy 71 W Bastrop, TX 78602",1794 Edition CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,White,Black,5 mi,5TFPC5DB9NX004464,"$75,156",Lost Pines Toyota,"806 Hwy 71 W Bastrop, TX 78602",TRD Pro HV CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB0NX027894,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB3NX037089,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB5NX035618,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB6NX010912,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB0NX010839,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB7NX038617,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFJA5AB9NX008658,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB5NX010836,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB8NX035774,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5BC1NX001915,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab LB RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB4NX035058,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFNA5AB6NX011213,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Platinum CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFJA5AB5NX011217,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AAXNX011559,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR Double Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AB9NX011254,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,Brown (Tan),0 mi,5TFMA5EC1NX008055,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",1794 Edition CrewMax Cab LB 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB3NX012357,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5ABXNX012168,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFNA5EC4NX008068,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Platinum CrewMax Cab LB 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,Red,,0 mi,5TFJA5BC5NX001939,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab LB RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AAXNX012579,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR Double Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AA8NX012250,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 Double Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AA8NX012533,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR Double Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AA7NX013163,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 Double Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5DB1NX040931,4WD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab 4WD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFKB5AA9NX013156,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR Double Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFLA5AB7NX012314,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",SR5 CrewMax Cab RWD,,,,,,,,,,,,,,
Toyota,Tundra,2022.0,Pickup truck,,,0 mi,5TFJA5BC7NX002039,RWD,Toyota of Cedar Park,"5600 183A Toll Rd Leander, TX 78641",Limited CrewMax Cab LB RWD,,,,,,,,,,,,,,
